Reebelo RID,Product Name,Your SKU,SKU Condition,SKU Battery Health,Price,Min Price,Quantity
1011224203u2,Galaxy S23 Ultra - Verizon - Green - 8GB - Single Sim - 256GB Excellent 80,1ea CELLR179797,4,80,592.75,581.35,0
1011224203u2,Galaxy S23 Ultra - Verizon - Green - 8GB - Single Sim - 256GB Excellent 100,1ea CELLR179797BMP,4,100,592.75,592.75,0
1011224203u2,Galaxy S23 Ultra - Verizon - Green - 8GB - Single Sim - 256GB Premium 90,1ea CELLR179798P,2,90,606.62,606.62,0
1011224203u2,Galaxy S23 Ultra - Verizon - Green - 8GB - Single Sim - 256GB Excellent 80,1ea CELLR179798,4,80,612.51,600.73,0
1011224203u2,Galaxy S23 Ultra - Verizon - Green - 8GB - Single Sim - 256GB Excellent 100,1ea CELLR179798BMP,4,100,612.51,612.51,0
1011224563h3,Galaxy S23 Ultra - AT&T - Graphite - 12GB - Single Sim - 512GB Good 80,1ea CELLR179954,5,80,623.95,611.95,0
1011224563h3,Galaxy S23 Ultra - AT&T - Graphite - 12GB - Single Sim - 512GB Acceptable 80,1ea CELLR179954-2,6,80,623.95,611.95,0
1011224563h3,Galaxy S23 Ultra - AT&T - Graphite - 12GB - Single Sim - 512GB Good 100,1ea CELLR179954BMP,5,100,623.95,623.95,0
1011224563h3,Galaxy S23 Ultra - AT&T - Graphite - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179952,4,80,655.15,642.55,0
1011224563h3,Galaxy S23 Ultra - AT&T - Graphite - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179952BMP,4,100,655.15,655.15,0
1011224563h3,Galaxy S23 Ultra - AT&T - Graphite - 12GB - Single Sim - 512GB Premium 90,1ea CELLR179953P,2,90,679.75,679.75,0
1011224563h3,Galaxy S23 Ultra - AT&T - Graphite - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179953,4,80,686.35,673.15,0
1011224563h3,Galaxy S23 Ultra - AT&T - Graphite - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179953BMP,4,100,686.35,686.35,0
10112245k0p1,Galaxy S23 Ultra - T-Mobile - Graphite - 12GB - Single Sim - 512GB Good 80,1ea CELLR179969,5,80,623.95,611.95,0
10112245k0p1,Galaxy S23 Ultra - T-Mobile - Graphite - 12GB - Single Sim - 512GB Acceptable 80,1ea CELLR179969-2,6,80,623.95,611.95,0
10112245k0p1,Galaxy S23 Ultra - T-Mobile - Graphite - 12GB - Single Sim - 512GB Good 100,1ea CELLR179969BMP,5,100,623.95,623.95,0
10112245k0p1,Galaxy S23 Ultra - T-Mobile - Graphite - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179967,4,80,655.15,642.55,0
10112245k0p1,Galaxy S23 Ultra - T-Mobile - Graphite - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179967BMP,4,100,655.15,655.15,0
10112245k0p1,Galaxy S23 Ultra - T-Mobile - Graphite - 12GB - Single Sim - 512GB Premium 90,1ea CELLR179968P,2,90,679.75,679.75,0
10112245k0p1,Galaxy S23 Ultra - T-Mobile - Graphite - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179968,4,80,686.35,673.15,0
10112245k0p1,Galaxy S23 Ultra - T-Mobile - Graphite - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179968BMP,4,100,686.35,686.35,0
10112245x1c0,Galaxy S23 Ultra - Verizon - Graphite - 12GB - Single Sim - 512GB Good 80,1ea CELLR179974,5,80,592.75,581.35,0
10112245x1c0,Galaxy S23 Ultra - Verizon - Graphite - 12GB - Single Sim - 512GB Acceptable 80,1ea CELLR179974-2,6,80,592.75,581.35,0
10112245x1c0,Galaxy S23 Ultra - Verizon - Graphite - 12GB - Single Sim - 512GB Good 100,1ea CELLR179974BMP,5,100,592.75,592.75,0
10112245x1c0,Galaxy S23 Ultra - Verizon - Graphite - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179972,4,80,622.39,610.42,0
10112245x1c0,Galaxy S23 Ultra - Verizon - Graphite - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179972BMP,4,100,622.39,622.39,0
10112245x1c0,Galaxy S23 Ultra - Verizon - Graphite - 12GB - Single Sim - 512GB Premium 90,1ea CELLR179973P,2,90,645.76,645.76,0
10112245x1c0,Galaxy S23 Ultra - Verizon - Graphite - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179973,4,80,652.03,639.49,0
10112245x1c0,Galaxy S23 Ultra - Verizon - Graphite - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179973BMP,4,100,652.03,652.03,0
10112262f072,Galaxy S23 Ultra - Verizon - Sky Blue - 12GB - Single Sim - 512GB Good 80,1ea CELLR179949,5,80,592.75,581.35,0
10112262f072,Galaxy S23 Ultra - Verizon - Sky Blue - 12GB - Single Sim - 512GB Acceptable 80,1ea CELLR179949-2,6,80,592.75,581.35,0
10112262f072,Galaxy S23 Ultra - Verizon - Sky Blue - 12GB - Single Sim - 512GB Good 100,1ea CELLR179949BMP,5,100,592.75,592.75,0
10112262f072,Galaxy S23 Ultra - Verizon - Sky Blue - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179947,4,80,622.39,610.42,0
10112262f072,Galaxy S23 Ultra - Verizon - Sky Blue - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179947BMP,4,100,622.39,622.39,0
10112262f072,Galaxy S23 Ultra - Verizon - Sky Blue - 12GB - Single Sim - 512GB Premium 90,1ea CELLR179948P,2,90,645.76,645.76,0
10112262f072,Galaxy S23 Ultra - Verizon - Sky Blue - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179948,4,80,652.03,639.49,0
10112262f072,Galaxy S23 Ultra - Verizon - Sky Blue - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179948BMP,4,100,652.03,652.03,0
10112262r144,Galaxy S23 Ultra - AT&T - Lavender - 12GB - Single Sim - 512GB Good 80,1ea CELLR180029,5,80,623.95,611.95,0
10112262r144,Galaxy S23 Ultra - AT&T - Lavender - 12GB - Single Sim - 512GB Acceptable 80,1ea CELLR180029-2,6,80,623.95,611.95,0
10112262r144,Galaxy S23 Ultra - AT&T - Lavender - 12GB - Single Sim - 512GB Good 100,1ea CELLR180029BMP,5,100,623.95,623.95,0
10112262r144,Galaxy S23 Ultra - AT&T - Lavender - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR180027,4,80,655.15,642.55,0
10112262r144,Galaxy S23 Ultra - AT&T - Lavender - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR180027BMP,4,100,655.15,655.15,0
10112262r144,Galaxy S23 Ultra - AT&T - Lavender - 12GB - Single Sim - 512GB Premium 90,1ea CELLR180028P,2,90,679.75,679.75,0
10112262r144,Galaxy S23 Ultra - AT&T - Lavender - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR180028,4,80,686.35,673.15,0
10112262r144,Galaxy S23 Ultra - AT&T - Lavender - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR180028BMP,4,100,686.35,686.35,0
10112263n2k1,Galaxy S23 Ultra - Verizon - Lavender - 12GB - Single Sim - 512GB Good 80,1ea CELLR180049,5,80,592.75,581.35,0
10112263n2k1,Galaxy S23 Ultra - Verizon - Lavender - 12GB - Single Sim - 512GB Acceptable 80,1ea CELLR180049-2,6,80,592.75,581.35,0
10112263n2k1,Galaxy S23 Ultra - Verizon - Lavender - 12GB - Single Sim - 512GB Good 100,1ea CELLR180049BMP,5,100,592.75,592.75,0
10112263n2k1,Galaxy S23 Ultra - Verizon - Lavender - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR180047,4,80,622.39,610.42,0
10112263n2k1,Galaxy S23 Ultra - Verizon - Lavender - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR180047BMP,4,100,622.39,622.39,0
10112263n2k1,Galaxy S23 Ultra - Verizon - Lavender - 12GB - Single Sim - 512GB Premium 90,1ea CELLR180048P,2,90,645.76,645.76,0
10112263n2k1,Galaxy S23 Ultra - Verizon - Lavender - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR180048,4,80,652.03,639.49,0
10112263n2k1,Galaxy S23 Ultra - Verizon - Lavender - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR180048BMP,4,100,652.03,652.03,0
10112274k3h6,Galaxy S23 Ultra - AT&T - Green - 12GB - Single Sim - 512GB Good 80,1ea CELLR179979,5,80,623.95,611.95,0
10112274k3h6,Galaxy S23 Ultra - AT&T - Green - 12GB - Single Sim - 512GB Acceptable 80,1ea CELLR179979-2,6,80,623.95,611.95,0
10112274k3h6,Galaxy S23 Ultra - AT&T - Green - 12GB - Single Sim - 512GB Good 100,1ea CELLR179979BMP,5,100,623.95,623.95,0
10112274k3h6,Galaxy S23 Ultra - AT&T - Green - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179977,4,80,655.15,642.55,0
10112274k3h6,Galaxy S23 Ultra - AT&T - Green - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179977BMP,4,100,655.15,655.15,0
10112274k3h6,Galaxy S23 Ultra - AT&T - Green - 12GB - Single Sim - 512GB Premium 90,1ea CELLR179978P,2,90,679.75,679.75,0
10112274k3h6,Galaxy S23 Ultra - AT&T - Green - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179978,4,80,686.35,673.15,0
10112274k3h6,Galaxy S23 Ultra - AT&T - Green - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179978BMP,4,100,686.35,686.35,0
10112275f4p3,Galaxy S23 Ultra - Verizon - Green - 12GB - Single Sim - 512GB Good 80,1ea CELLR179999,5,80,592.75,581.35,0
10112275f4p3,Galaxy S23 Ultra - Verizon - Green - 12GB - Single Sim - 512GB Acceptable 80,1ea CELLR179999-2,6,80,592.75,581.35,0
10112275f4p3,Galaxy S23 Ultra - Verizon - Green - 12GB - Single Sim - 512GB Good 100,1ea CELLR179999BMP,5,100,592.75,592.75,0
10112275f4p3,Galaxy S23 Ultra - Verizon - Green - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179997,4,80,622.39,610.42,0
10112275f4p3,Galaxy S23 Ultra - Verizon - Green - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179997BMP,4,100,622.39,622.39,0
10112275f4p3,Galaxy S23 Ultra - Verizon - Green - 12GB - Single Sim - 512GB Premium 90,1ea CELLR179998P,2,90,645.76,645.76,0
10112275f4p3,Galaxy S23 Ultra - Verizon - Green - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179998,4,80,652.03,639.49,0
10112275f4p3,Galaxy S23 Ultra - Verizon - Green - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179998BMP,4,100,652.03,652.03,0
10112291j437,Galaxy S23 Ultra - AT&T - Lavender - 12GB - Single Sim - 1TB Good 80,1ea CELLR179629,5,80,675.95,662.95,0
10112291j437,Galaxy S23 Ultra - AT&T - Lavender - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179629-2,6,80,675.95,662.95,0
10112291j437,Galaxy S23 Ultra - AT&T - Lavender - 12GB - Single Sim - 1TB Good 100,1ea CELLR179629BMP,5,100,675.95,675.95,0
10112291j437,Galaxy S23 Ultra - AT&T - Lavender - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179627,4,80,707.15,693.55,0
10112291j437,Galaxy S23 Ultra - AT&T - Lavender - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179627BMP,4,100,707.15,707.15,0
10112291j437,Galaxy S23 Ultra - AT&T - Lavender - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179628P,2,90,720.95,720.95,0
10112291j437,Galaxy S23 Ultra - AT&T - Lavender - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179628,4,80,727.95,713.95,0
10112291j437,Galaxy S23 Ultra - AT&T - Lavender - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179628BMP,4,100,727.95,727.95,0
1011229294m4,Galaxy S23 Ultra - T-Mobile - Lavender - 12GB - Single Sim - 1TB Good 80,1ea CELLR179644,5,80,675.95,662.95,0
1011229294m4,Galaxy S23 Ultra - T-Mobile - Lavender - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179644-2,6,80,675.95,662.95,0
1011229294m4,Galaxy S23 Ultra - T-Mobile - Lavender - 12GB - Single Sim - 1TB Good 100,1ea CELLR179644BMP,5,100,675.95,675.95,0
1011229294m4,Galaxy S23 Ultra - T-Mobile - Lavender - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179642,4,80,707.15,693.55,0
1011229294m4,Galaxy S23 Ultra - T-Mobile - Lavender - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179642BMP,4,100,707.15,707.15,0
1011229294m4,Galaxy S23 Ultra - T-Mobile - Lavender - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179643P,2,90,720.95,720.95,0
1011229294m4,Galaxy S23 Ultra - T-Mobile - Lavender - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179643,4,80,727.95,713.95,0
1011229294m4,Galaxy S23 Ultra - T-Mobile - Lavender - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179643BMP,4,100,727.95,727.95,0
10112292n7q2,Galaxy S23 Ultra - Verizon - Lavender - 12GB - Single Sim - 1TB Good 80,1ea CELLR179649,5,80,642.15,629.8,0
10112292n7q2,Galaxy S23 Ultra - Verizon - Lavender - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179649-2,6,80,642.15,629.8,0
10112292n7q2,Galaxy S23 Ultra - Verizon - Lavender - 12GB - Single Sim - 1TB Good 100,1ea CELLR179649BMP,5,100,642.15,642.15,0
10112292n7q2,Galaxy S23 Ultra - Verizon - Lavender - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179647,4,80,671.79,658.87,0
10112292n7q2,Galaxy S23 Ultra - Verizon - Lavender - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179647BMP,4,100,671.79,671.79,0
10112292n7q2,Galaxy S23 Ultra - Verizon - Lavender - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179648P,2,90,684.9,684.9,0
10112292n7q2,Galaxy S23 Ultra - Verizon - Lavender - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179648,4,80,691.55,678.25,0
10112292n7q2,Galaxy S23 Ultra - Verizon - Lavender - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179648BMP,4,100,691.55,691.55,0
101122a4e4v0,Galaxy S23 Ultra - AT&T - Red - 12GB - Single Sim - 1TB Good 80,1ea CELLR179654,5,80,675.95,662.95,0
101122a4e4v0,Galaxy S23 Ultra - AT&T - Red - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179654-2,6,80,675.95,662.95,0
101122a4e4v0,Galaxy S23 Ultra - AT&T - Red - 12GB - Single Sim - 1TB Good 100,1ea CELLR179654BMP,5,100,675.95,675.95,0
101122a4e4v0,Galaxy S23 Ultra - AT&T - Red - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179652,4,80,707.15,693.55,0
101122a4e4v0,Galaxy S23 Ultra - AT&T - Red - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179652BMP,4,100,707.15,707.15,0
101122a4e4v0,Galaxy S23 Ultra - AT&T - Red - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179653P,2,90,720.95,720.95,0
101122a4e4v0,Galaxy S23 Ultra - AT&T - Red - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179653,4,80,727.95,713.95,0
101122a4e4v0,Galaxy S23 Ultra - AT&T - Red - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179653BMP,4,100,727.95,727.95,0
101122a4u661,Galaxy S23 Ultra - T-Mobile - Red - 12GB - Single Sim - 1TB Good 80,1ea CELLR179669,5,80,675.95,662.95,0
101122a4u661,Galaxy S23 Ultra - T-Mobile - Red - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179669-2,6,80,675.95,662.95,0
101122a4u661,Galaxy S23 Ultra - T-Mobile - Red - 12GB - Single Sim - 1TB Good 100,1ea CELLR179669BMP,5,100,675.95,675.95,0
101122a4u661,Galaxy S23 Ultra - T-Mobile - Red - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179667,4,80,707.15,693.55,0
101122a4u661,Galaxy S23 Ultra - T-Mobile - Red - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179667BMP,4,100,707.15,707.15,0
101122a4u661,Galaxy S23 Ultra - T-Mobile - Red - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179668P,2,90,720.95,720.95,0
101122a4u661,Galaxy S23 Ultra - T-Mobile - Red - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179668,4,80,727.95,713.95,0
101122a4u661,Galaxy S23 Ultra - T-Mobile - Red - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179668BMP,4,100,727.95,727.95,0
101122a7j4g6,Galaxy S23 Ultra - T-Mobile - Phantom Black - 12GB - Single Sim - 512GB Good 80,1ea CELLR179919,5,80,623.95,611.95,0
101122a7j4g6,Galaxy S23 Ultra - T-Mobile - Phantom Black - 12GB - Single Sim - 512GB Acceptable 80,1ea CELLR179919-2,6,80,623.95,611.95,0
101122a7j4g6,Galaxy S23 Ultra - T-Mobile - Phantom Black - 12GB - Single Sim - 512GB Good 100,1ea CELLR179919BMP,5,100,623.95,623.95,0
101122a7j4g6,Galaxy S23 Ultra - T-Mobile - Phantom Black - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179917,4,80,655.15,642.55,0
101122a7j4g6,Galaxy S23 Ultra - T-Mobile - Phantom Black - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179917BMP,4,100,655.15,655.15,0
101122a7j4g6,Galaxy S23 Ultra - T-Mobile - Phantom Black - 12GB - Single Sim - 512GB Premium 90,1ea CELLR179918P,2,90,679.75,679.75,0
101122a7j4g6,Galaxy S23 Ultra - T-Mobile - Phantom Black - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR179918,4,80,686.35,673.15,0
101122a7j4g6,Galaxy S23 Ultra - T-Mobile - Phantom Black - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR179918BMP,4,100,686.35,686.35,0
101122b6m1k2,Galaxy S23 Ultra - AT&T - Lime - 12GB - Single Sim - 1TB Good 80,1ea CELLR179604,5,80,675.95,662.95,0
101122b6m1k2,Galaxy S23 Ultra - AT&T - Lime - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179604-2,6,80,675.95,662.95,0
101122b6m1k2,Galaxy S23 Ultra - AT&T - Lime - 12GB - Single Sim - 1TB Good 100,1ea CELLR179604BMP,5,100,675.95,675.95,0
101122b6m1k2,Galaxy S23 Ultra - AT&T - Lime - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179602,4,80,707.15,693.55,0
101122b6m1k2,Galaxy S23 Ultra - AT&T - Lime - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179602BMP,4,100,707.15,707.15,0
101122b6m1k2,Galaxy S23 Ultra - AT&T - Lime - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179603P,2,90,720.95,720.95,0
101122b6m1k2,Galaxy S23 Ultra - AT&T - Lime - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179603,4,80,727.95,713.95,0
101122b6m1k2,Galaxy S23 Ultra - AT&T - Lime - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179603BMP,4,100,727.95,727.95,0
101122b7b3m2,Galaxy S23 Ultra - T-Mobile - Lime - 12GB - Single Sim - 1TB Good 80,1ea CELLR179619,5,80,675.95,662.95,0
101122b7b3m2,Galaxy S23 Ultra - T-Mobile - Lime - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179619-2,6,80,675.95,662.95,0
101122b7b3m2,Galaxy S23 Ultra - T-Mobile - Lime - 12GB - Single Sim - 1TB Good 100,1ea CELLR179619BMP,5,100,675.95,675.95,0
101122b7b3m2,Galaxy S23 Ultra - T-Mobile - Lime - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179617,4,80,707.15,693.55,0
101122b7b3m2,Galaxy S23 Ultra - T-Mobile - Lime - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179617BMP,4,100,707.15,707.15,0
101122b7b3m2,Galaxy S23 Ultra - T-Mobile - Lime - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179618P,2,90,720.95,720.95,0
101122b7b3m2,Galaxy S23 Ultra - T-Mobile - Lime - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179618,4,80,727.95,713.95,0
101122b7b3m2,Galaxy S23 Ultra - T-Mobile - Lime - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179618BMP,4,100,727.95,727.95,0
101122b7r0s4,Galaxy S23 Ultra - Verizon - Lime - 12GB - Single Sim - 1TB Good 80,1ea CELLR179624,5,80,642.15,629.8,0
101122b7r0s4,Galaxy S23 Ultra - Verizon - Lime - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179624-2,6,80,642.15,629.8,0
101122b7r0s4,Galaxy S23 Ultra - Verizon - Lime - 12GB - Single Sim - 1TB Good 100,1ea CELLR179624BMP,5,100,642.15,642.15,0
101122b7r0s4,Galaxy S23 Ultra - Verizon - Lime - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179622,4,80,671.79,658.87,0
101122b7r0s4,Galaxy S23 Ultra - Verizon - Lime - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179622BMP,4,100,671.79,671.79,0
101122b7r0s4,Galaxy S23 Ultra - Verizon - Lime - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179623P,2,90,684.9,684.9,0
101122b7r0s4,Galaxy S23 Ultra - Verizon - Lime - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179623,4,80,691.55,678.25,0
101122b7r0s4,Galaxy S23 Ultra - Verizon - Lime - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179623BMP,4,100,691.55,691.55,0
101122c235u7,Galaxy S23 Ultra - T-Mobile - Cream - 12GB - Single Sim - 512GB Good 80,1ea CELLR180094,5,80,623.95,611.95,0
101122c235u7,Galaxy S23 Ultra - T-Mobile - Cream - 12GB - Single Sim - 512GB Acceptable 80,1ea CELLR180094-2,6,80,623.95,611.95,0
101122c235u7,Galaxy S23 Ultra - T-Mobile - Cream - 12GB - Single Sim - 512GB Good 100,1ea CELLR180094BMP,5,100,623.95,623.95,0
101122c235u7,Galaxy S23 Ultra - T-Mobile - Cream - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR180092,4,80,655.15,642.55,0
101122c235u7,Galaxy S23 Ultra - T-Mobile - Cream - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR180092BMP,4,100,655.15,655.15,0
101122c235u7,Galaxy S23 Ultra - T-Mobile - Cream - 12GB - Single Sim - 512GB Premium 90,1ea CELLR180093P,2,90,679.75,679.75,0
101122c235u7,Galaxy S23 Ultra - T-Mobile - Cream - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR180093,4,80,686.35,673.15,0
101122c235u7,Galaxy S23 Ultra - T-Mobile - Cream - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR180093BMP,4,100,686.35,686.35,0
101122c2g2v4,Galaxy S23 Ultra - Verizon - Cream - 12GB - Single Sim - 512GB Good 80,1ea CELLR180099,5,80,592.75,581.35,0
101122c2g2v4,Galaxy S23 Ultra - Verizon - Cream - 12GB - Single Sim - 512GB Acceptable 80,1ea CELLR180099-2,6,80,592.75,581.35,0
101122c2g2v4,Galaxy S23 Ultra - Verizon - Cream - 12GB - Single Sim - 512GB Good 100,1ea CELLR180099BMP,5,100,592.75,592.75,0
101122c2g2v4,Galaxy S23 Ultra - Verizon - Cream - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR180097,4,80,622.39,610.42,0
101122c2g2v4,Galaxy S23 Ultra - Verizon - Cream - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR180097BMP,4,100,622.39,622.39,0
101122c2g2v4,Galaxy S23 Ultra - Verizon - Cream - 12GB - Single Sim - 512GB Premium 90,1ea CELLR180098P,2,90,645.76,645.76,0
101122c2g2v4,Galaxy S23 Ultra - Verizon - Cream - 12GB - Single Sim - 512GB Excellent 80,1ea CELLR180098,4,80,652.03,639.49,0
101122c2g2v4,Galaxy S23 Ultra - Verizon - Cream - 12GB - Single Sim - 512GB Excellent 100,1ea CELLR180098BMP,4,100,652.03,652.03,0
101122d2e0k6,Galaxy S23 Ultra - Verizon - Phantom Black - 12GB - Single Sim - 1TB Good 80,1ea CELLR179524,5,80,642.15,629.8,0
101122d2e0k6,Galaxy S23 Ultra - Verizon - Phantom Black - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179524-2,6,80,642.15,629.8,0
101122d2e0k6,Galaxy S23 Ultra - Verizon - Phantom Black - 12GB - Single Sim - 1TB Good 100,1ea CELLR179524BMP,5,100,642.15,642.15,0
101122d2e0k6,Galaxy S23 Ultra - Verizon - Phantom Black - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179522,4,80,671.79,658.87,0
101122d2e0k6,Galaxy S23 Ultra - Verizon - Phantom Black - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179522BMP,4,100,671.79,671.79,0
101122d2e0k6,Galaxy S23 Ultra - Verizon - Phantom Black - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179523P,2,90,684.9,684.9,0
101122d2e0k6,Galaxy S23 Ultra - Verizon - Phantom Black - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179523,4,80,691.55,678.25,0
101122d2e0k6,Galaxy S23 Ultra - Verizon - Phantom Black - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179523BMP,4,100,691.55,691.55,0
101122e2w2a7,Galaxy S23 Ultra - T-Mobile - Cream - 12GB - Single Sim - 1TB Good 80,1ea CELLR179694,5,80,675.95,662.95,0
101122e2w2a7,Galaxy S23 Ultra - T-Mobile - Cream - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179694-2,6,80,675.95,662.95,0
101122e2w2a7,Galaxy S23 Ultra - T-Mobile - Cream - 12GB - Single Sim - 1TB Good 100,1ea CELLR179694BMP,5,100,675.95,675.95,0
101122e2w2a7,Galaxy S23 Ultra - T-Mobile - Cream - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179692,4,80,707.15,693.55,0
101122e2w2a7,Galaxy S23 Ultra - T-Mobile - Cream - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179692BMP,4,100,707.15,707.15,0
101122e2w2a7,Galaxy S23 Ultra - T-Mobile - Cream - 12GB - Single Sim - 1TB Premium 90,1ea CELLR179693P,2,90,720.95,720.95,0
101122e2w2a7,Galaxy S23 Ultra - T-Mobile - Cream - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179693,4,80,727.95,713.95,0
101122e2w2a7,Galaxy S23 Ultra - T-Mobile - Cream - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179693BMP,4,100,727.95,727.95,0
101122e393e1,Galaxy S23 Ultra - Verizon - Cream - 12GB - Single Sim - 1TB Good 80,1ea CELLR179699,5,80,642.15,629.8,0
101122e393e1,Galaxy S23 Ultra - Verizon - Cream - 12GB - Single Sim - 1TB Acceptable 80,1ea CELLR179699-2,6,80,642.15,629.8,0
101122e393e1,Galaxy S23 Ultra - Verizon - Cream - 12GB - Single Sim - 1TB Good 100,1ea CELLR179699BMP,5,100,642.15,642.15,0
101122e393e1,Galaxy S23 Ultra - Verizon - Cream - 12GB - Single Sim - 1TB Excellent 80,1ea CELLR179697,4,80,671.79,658.87,0
101122e393e1,Galaxy S23 Ultra - Verizon - Cream - 12GB - Single Sim - 1TB Excellent 100,1ea CELLR179697BMP,4,100,671.79,671.79,0
